,Case Number,Date,Type,Country,Area,Activity,Injury,Fatal (Y/N)
1021,2008.06.26.b,26-Jun-08,Unprovoked,USA,Florida,Surfing,Minor laceration to foot,N
1022,2008.06.26.a,26-Jun-08,Unprovoked,USA,South Carolina,Swimming,Lacerations to hand,N
1023,2008.06.24,24-Jun-08,Unprovoked,BRAZIL,Bahia,Surfing,"No injury, board bitten",N
1024,2008.06.21,21-Jun-08,Unprovoked,USA,California,Kayaking," No injury. Shark bumped kayak, flinging her into the  water. ",N
1025,2008.06.20,20-Jun-08,Unprovoked,USA,Florida,Wading,Lacerations to lower right calf,N
1026,2008.06.11,11-Jun-08,Unprovoked,BRAZIL,Pernambuco,Surfing,Laceration to left leg & foot,N
1027,2008.06.07,07-Jun-08,Unprovoked,USA,Florida,Body surfing,Lacerations & abrasions to right hand,N
1028,2008.06.02.R,Reported 02-Jun-2008,Boat,SCOTLAND,Easter Ross,Fishing,No injury to occupants; shark struck their boat,N
1029,2008.06.01.b,01-Jun-08,Unprovoked,USA,South Carolina,Body surfing,Foot bitten,N
1030,2008.06.01.a,01-Jun-08,Unprovoked,BRAZIL,Pernambuco,Swimming,"Hand severed, buttocks bitten",N
1031,2008.05.26,26-May-08,Unprovoked,USA,North Carolina,Surfing,Biceps & lower arm bitten,N
1032,2008.05.24.b,24-May-08,Sea Disaster,BAHAMAS,Grand Bahama Island,Sea Disaster,Boat capsized in squall. 2 bodies scavenged  by sharks,N
1033,2008.05.24.a,24-May-08,Unprovoked,MEXICO,Guerro,Surfing,Lacerations to right forearm and hand,N
1034,2008.05.23,23-May-08,Unprovoked,MEXICO,Guerro,Surfing,FATAL,Y
1035,2008.05.14,14-May-08,Unprovoked,FIJI,Yasawa Islands,Night diving,FATAL,Y
1036,2008.05.10,10-May-08,Unprovoked,AUSTRALIA,Western Australia,Swimming,Severe lacerations to left leg,N
1037,2008.05.07.b,07-May-08,Unprovoked,NEW CALEDONIA,North Province,Fishing,Lower legs bitten,N
1038,2008.05.07.a,07-May-08,Unprovoked,USA,Florida,Wading,2 inch laceration to left lower calf.,N
1039,2008.05.01,01-May-08,Provoked,SOUTH AFRICA,,Fishing,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,N
1040,2008.04.28.b,28-Apr-08,Unprovoked,MEXICO,Guerro,Surfing,FATAL    Severe bite to right thigh,Y
1041,2008.04.28.a,28-Apr-08,Unprovoked,USA,Florida,Surfing,3-inch laceration to dorsal surface of left foot,N
1042,2008.04.27,27-Apr-08,Unprovoked,USA,Florida,Surfing,Calf bitten,N
1043,2008.04.26.b,26-Apr-08,Unprovoked,NEW CALEDONIA,North Province,Swimming,Lacerations to left foot,N
1044,2008.04.26.a,26-Apr-08,Provoked,USA,Florida,Surfing,Puncture wounds to right foot                  PROVOKED INCIDENT,N
1045,2008.04.25,25-Apr-08,Unprovoked,USA,California,Swimming,FATAL,Y
1046,2008.04.20.b,20-Apr-08,Unprovoked,USA,Florida,Surfing,Cuts & punctures to right foot,N
1047,2008.04.20.a,20-Apr-08,Unprovoked,AUSTRALIA,New South Wales,,,UNKNOWN
1048,2008.04.19.R,Reported 19-Apr-2008,Invalid,SOUTH AFRICA,KwaZulu-Natal,Free-diving,"As he pushd the shark away from his camera, his finger was cut on a tooth",N
1049,2008.04.18,18-Apr-08,Invalid,MEXICO,Quintana Roo,Swimming,Probable drowning with post-mortem bites,Y
1050,2008.04.17,17-Apr-08,Invalid,AUSTRALIA,Queensland,Surfing,2 puncture wounds to leg,N
1051,2008.04.15,15-Apr-08,Unprovoked,USA,Florida,Surfing,Puncture wounds to right foot,N
1052,2008.03.28.a,28-Mar-08,Unprovoked,USA,Florida,Boogie Boarding,Right foot bitten,N
1053,2008.04.09.R,Reported 09-Apr-2008,Unprovoked,FIJI,,Spearfishing,Left forearm bitten ,N
1054,2008.04.08.R,Reported 08-Apr-2008,Unprovoked,USA,Florida,Surfing,Foot bitten,N
1055,2008.04.08,08-Apr-08,Unprovoked,AUSTRALIA,New South Wales,Body boarding,FATAL,Y
1056,2008.04.03,03-Apr-08,Unprovoked,USA,Florida,Walking out of the water after surfing,Right foot & ankle bitten,N
1057,2008.03.28.c,28-Mar-08,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing from surfski,Right leg bitten,N
1058,2008.03.28.b,28-Mar-08,Unprovoked,USA,Florida,Surfing,Foot bitten,N
1059,2008.03.25,25-Mar-08,Unprovoked,USA,Florida,Wading,Shin bitten,N
1060,2008.03.23,23-Mar-08,Unprovoked,USA,Florida,Walking out of the water after surfing,Three small lacerations/ punctures to right foot,N
1061,2008.03.21,21-Mar-08,Unprovoked,USA,Florida,Wading,Two 3-inch lacerations to right ankle,N
1062,2008.03.15,15-Mar-08,Unprovoked,USA,Florida,Jet skiing,Minor injury,N
1063,2008.03.07,07-Mar-08,Unprovoked,USA,California,Surfing,"No injury to surfer, surfboard bitten by the shark",N
1064,2008.02.24,24-Feb-08,Unprovoked,BAHAMAS,Northern Bahamas,Diving,"Leg bitten, FATAL",Y
1065,2008.02.21.R,Reported 21-Feb-2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,Lacerations to face,N
1066,2008.02.15,15-Feb-08,Unprovoked,USA,Florida,Surfing,Lacerations to foot,N
1067,2008.02.07,07-Feb-08,Unprovoked,AUSTRALIA,New South Wales,Surfing,Abrasions to elbow; collided with shark,N
1068,2008.02.06,06-Feb-08,Unprovoked,USA,Florida,Surf-skiing,Lacerations to foot,N
1069,2008.01.29,29-Jan-08,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,"No injury to surf-skiier, shark holed ski",N
1070,2008.01.27,27-Jan-08,Provoked,AUSTRALIA,Queensland,Accidentally stood on hooked shark's tail before attempting to gut it ,Laceration to left knee PROVOKED INCIDENT,N
1071,2008.01.19.R,Reported 19-Jan-2008,Invalid,NEW ZEALAND,South Island,Wading,"Stingray envenomation, not a shark",N
1072,2008.01.14,14-Jan-08,Boat,NEW ZEALAND,North Island,Attempting to chase shark out to sea,"No injury to occupants, pontoon punctured",N
1073,2008.01.10,10-Jan-08,Unprovoked,USA,Florida,Surfing,Left foot bitten,N
1074,2008.00.00.b,Fall 2008,Provoked,USA,Florida,Fishing for snapper,Minor injury to hand by hooked shark   PROVOKED INCIDENT,N
1075,2008.00.00.a,Summer-2008,Unprovoked,MEXICO,Baja California,Surfing,Leg bitten,N
1076,2007.12.21,21-Dec-07,Unprovoked,ECUADOR,Galapagos Islands,Surfing,Lacerations & puncture wounds  to left thigh,N
1077,2007.12.19,19-Dec-07,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,Scuba diving,Shark bites were post-mortem,Y
1078,2007.12.18,18-Dec-07,Unprovoked,AUSTRALIA,New South Wales,Surfing,Severe lacerations to right buttock,N
1079,2007.12.15,15-Dec-07,Unprovoked,AUSTRALIA,Queensland,Swimming,Lacerations to hand,N
1080,2007.12.14,14-Dec-07,Invalid,AUSTRALIA,New South Wales,Swimming,Lacerations to left forearm,N
1081,2007.12.10,10-Dec-07,Unprovoked,USA,Hawaii,Surfing,"No injury, shark bit surfboard ",N
1082,2007.12.09,09-Dec-07,Unprovoked,NEW ZEALAND,South Island,Surfing,"No injury, shark bit surfboard & severed leash",N
1083,2007.12.07,07-Dec-07,Unprovoked,BRAZIL,Pernambuco,Removing fish from a trap,20 cm injury to left foot,N
1084,2007.11.18,18-Nov-07,Provoked,AUSTRALIA,Western Australia,Fishing,Minor injury to finger by netted shark PROVOKED INCIDENT,N
1085,2007.11.08,08-Nov-07,Unprovoked,AUSTRALIA,New South Wales,Surfing,"No injury, teethmarks in board & torn wetsuit",N
1086,2007.11.07,07-Nov-07,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,Lacerations to feet,N
1087,2007.11.06,06-Nov-07,Unprovoked,USA,Florida,Surfing,Cut to right knee,N
1088,2007.11.04,04-Nov-07,Unprovoked,USA,Florida,Surfing,Lacerations to right leg,N
1089,2007.11.03,03-Nov-07,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,Lacerations to thigh,N
1090,2007.11.00,Nov-11,Invalid,MEXICO,Baja California,Shark diving,White shark breached cage. No injury to occupants,N
1091,2007.10.29,29-Oct-07,Unprovoked,USA,Hawaii,Floating,Lacerations to left lower leg,N
1092,2007.10.15,15-Oct-07,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,small laceration to wrist,N
1093,2007.10.13,13-Oct-07,Unprovoked,AUSTRALIA,Queensland,Spearfishing,Laceration to calf,N
1094,2007.10.07,07-Oct-07,Unprovoked,USA,California,Surfing,4 scratches on left hand,N
1095,2007.10.06,06-Oct-07,Unprovoked,USA,Florida,Surfing,Severe lacerations to right hand,N
1096,2007.09.30.c,30-Sep-07,Unprovoked,USA,California,Surfing,Puncture wound to foot,N
1097,2007.09.30.b,30-Sep-07,Sea Disaster,PHILIPPINES,Palawan,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ","FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y
1098,2007.09.30.a,30-Sep-07,Unprovoked,NEW CALEDONIA,Loyalty Islands,Swimming,FATAL,Y
1099,2007.09.28,28-Sep-07,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,Thigh bitten,N
1100,2007.09.27.b,27-Sep-07,Unprovoked,USA,California,Surfing,"No injury to surfer, surfboard bitten",N
1101,2007.09.27.a,27-Sep-07,Unprovoked,EGYPT,Red Sea,Swimming,"Severe lacerations to lower left leg, ankle and foot",N
1102,2007.09.22.b,22-Sep-07,Invalid,USA,Florida,Scuba diving,Shark involvement prior to death unconfirmed,Y
1103,2007.09.22.a,22-Sep-07,Unprovoked,USA,Florida,Surfing,Laceration to foot,N
1104,2007.09.20,20-Sep-07,Unprovoked,USA,Florida,Surfing,Small lacerations to bottom of right big toe,N
1105,2007.09.17,17-Sep-07,Unprovoked,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,Left thigh bitten,N
1106,2007.09.16.b,16-Sep-07,Unprovoked,USA,Florida,Wading?,Laceration to right heel,N
1107,2007.09.16.a,16-Sep-07,Unprovoked,USA,Florida,Surfing,"No injury, surfboard bitten",N
1108,2007.09.13,13-Sep-07,Unprovoked,USA,Florida,Snorkeling,"Minor injury, shark latched onto his abdomen",N
1109,2007.09.08,08-Sep-07,Unprovoked,USA,Florida,Wading,Puncture wounds & 2-inch laceration to calf,N
1110,2007.09.05,05-Sep-07,Unprovoked,USA,Florida,Wading,Laceration to right big toe,N
1111,2007.09.04,04-Sep-07,Unprovoked,USA,South Carolina,Standing,Lacerations to left calf and both feet ,N
1112,2007.09.03.b,03-Sep-07,Unprovoked,USA,Florida,Jumping,Tiny punctures to arm,N
1113,2007.09.03.a,03-Sep-07,Unprovoked,USA,Florida,Swimming,"3"" laceration to left forearm",N
1114,2007.08.28.b,28-Aug-07,Unprovoked,USA,Hawaii,Body boarding,Laceration to right heel,N
1115,2007.08.28.a,28-Aug-07,Unprovoked,USA,California,Surfing,Lacerations to thigh & torso,N
1116,2007.08.26,26-Aug-07,Unprovoked,USA,Florida,Surfing,Left hand  bitten,N
1117,2007.08.25,25-Aug-07,Unprovoked,USA,Florida,Surfing, 6 lacerations to left hand,N
1118,2007.08.22,22-Aug-07,Provoked,USA,North Carolina,Diving,Minor injury from captive shark PROVOKED INCIDENT,N
1119,2007.08.20,20-Aug-07,Provoked,USA,Delaware,Fishing,Forearm bitten by hooked shark PROVOKED INCIDENT,N
1120,2007.08.19.c,19-Aug-07,Unprovoked,USA,Florida,Swimming,Torso bitten,N
1121,2007.08.19.b,19-Aug-07,Unprovoked,USA,Florida,Surfing,Foot bitten,N
1122,2007.08.19.a.,19-Aug-07,Unprovoked,USA,South Carolina,Playing,Right calf bitten,N
1123,2007.08.15,15-Aug-07,Unprovoked,USA,Florida,Floating near boat & observing bioluminesce,Puncture wounds to torso,N
1124,2007.08.12,12-Aug-07,Unprovoked,USA,Florida,Swimming,"Minor injury, small lacerations to right foot",N
1125,2007.08.11,11-Aug-07,Unprovoked,USA,Florida,Walking out of the water after surfing,"Minor injury, lacerations to left ankle & foot ",N
1126,2007.08.09.b,09-Aug-07,Unprovoked,USA,South Carolina,Swimming,Lacerations to right foot,N
1127,2007.08.09.a,09-Aug-07,Unprovoked,USA,South Carolina,Boogie Boarding,Lacerations to lower leg & ankle,N
1128,2007.08.07,07-Aug-07,Unprovoked,USA,Florida,Jumped into the water,Lacerations to arm,N
1129,2007.07.29,29-Jul-07,Unprovoked,USA,Florida,Surfing,Minor injury to shoulder,N
1130,2007.07.28,28-Jul-07,Unprovoked,USA,California,Surfing,"No injury, shark bit surfboard",N
1131,2007.07.22,22-Jul-07,Unprovoked,USA,California,Surf paddling,"No injury, surfboard bumped by shark for 20 minutes",N
1132,2007.07.21,21-Jul-07,Boat,USA,California,Kayak Fishing,"No injury, kayak bitten",N
1133,2007.07.19.b,19-Jul-2007.b,Unprovoked,USA,Hawaii,Snorkeling,Left calf severely bitten,N
1134,2007.07.19.a,19-Jul-2007.a,Unprovoked,AUSTRALIA,Territory of Cocos (Keeling) Islands,Wading,Calf bitten,N
1135,2007.07.18.b,18-Jul-07,Unprovoked,USA,North Carolina,Swimming,Right calf bitten,N
1136,2007.07.18.a,18-Jul-07,Provoked,NORWAY,Oslo Fjord,Scuba diving,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N
1137,2007.07.17.b,17-Jul-07,Invalid,USA,California,Swimming,Foot injured. Shark involvment uncomfirmed,N
1138,2007.07.17.a,17-Jul-07,Unprovoked,USA,North Carolina,Wading,Lacerations to right thigh & left foot,N
1139,2007.07.10,10-Jul-07,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,"Lacerations to thumb, ring and pinky fingers of right hand ",N
1140,2007.07.05,05-Jul-07,Unprovoked,USA,Florida,Surfing,Right foot bitten,N
1141,2007.07.04,04-Jul-07,Unprovoked,REUNION,,Body boarding,Minor injuries to thigh & knee ,N
1142,2007.07.00,Jul-07,Invalid,SENEGAL,,Murder,,UNKNOWN
1143,2007.06.30.b,30-Jun-07,Provoked,USA,Florida,Removing hook from shark,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N
1144,2007.06.30.a,30-Jun-07,Unprovoked,USA,California,Swimming,Hand bitten,N
1145,2007.06.25,25-Jun-07,Unprovoked,USA,Florida,Surfing,6 to 8 puncture wounds to right hand,N
1146,2007.06.24,24-Jun-07,Unprovoked,USA,Hawaii,Surfing,"No injury, board damaged",N
1147,2007.06.17,17-Jun-07,Invalid,USA,Florida,Surfing,Superficial injuries to upper leg may have been caused by surfboard fin,N
1148,2007.06.12,12-Jun-07,Unprovoked,USA,Florida,Swimming,Right foot bitten,N
1149,2007.06.05,05-Jun-07,Unprovoked,AUSTRALIA,New South Wales,Surfing,Lacerations to leg & ankle,N
1150,2007.05.26,26-May-07,Unprovoked,USA,South Carolina,Wading,Lacerations to lower leg,N
1151,2007.05.24,24-May-07,Provoked,USA,Virginia,Reviving a sedated shark,Left shin bitten by captive shark PROVOKED INCIDENT,N
1152,2007.05.17.R,Reported 17-May-2007,Provoked,ENGLAND,Kent,Fishing,Bitten on the nose by a hooked shark PROVOKED INCIDENT,N
1153,2007.05.16,16-May-07,Unprovoked,AUSTRALIA,Western Australia,Wading,Left heel & calf bitten,N
1154,2007.05.12,12-May-07,Unprovoked,AUSTRALIA,Victoria,Surfing,"No injury, shark's fin caught his leg",N
1155,2007.05.10,10-May-07,Unprovoked,USA,Florida,Surfing,Knee bitten,N
1156,2007.05.09.R,Reported 09-May-2007,Unprovoked,SEYCHELLES,Bird Island,Snorkeling,No injury,N
1157,2007.05.08,08-May-07,Invalid,AUSTRALIA,New South Wales,Swimming,Shark involvement prior to death unconfirmed,Y
1158,2007.05.07.b,07-May-07,Unprovoked,USA,Hawaii,Snorkeling,Right foot bitten,N
1159,2007.05.07.a,07-May-07,Unprovoked,USA,Florida,Swimming,Circular bite on left thigh,N
1160,2007.05.04,04-May-07,Sea Disaster,TURKS & CAICOS,Providenciales,Sea Disaster,Some of the bodies recovered had been bitten by sharks,Y
1161,2007.05.00,May-07,Provoked,BAHAMAS,Bimini Islands,Shark tagging,Lacerations to right upper arm by captive shark PROVOKED INCIDENT,N
1162,2007.04.26,26-Apr-07,Unprovoked,AUSTRALIA,Queensland,Swimming / jumping off a jetty,Lower leg & foot injured,N
1163,2007.04.22,22-Apr-07,Unprovoked,USA,Florida,Body boarding,Left foot bitten,N
1164,2007.04.20,20-Apr-07,Unprovoked,USA,Florida,Surfing,Lacerations to left index finger & thumb ,N
1165,2007.04.13.R,Reported      13-Apr-2007,Boat,USA,Florida,Fishing,"No injury to occupants, shark holed the transom-mounted livewell ",N
1166,2007.04.09,09-Apr-07,Unprovoked,NEW CALEDONIA,South Province,Surfing,Left foot bitten,N
1167,2007.04.01,01-Apr-07,Unprovoked,USA,Florida,Playing on a sandbar,Lacerations & puncture wounds to right calf,N
1168,2007.03.31.b,31-Mar-07,Unprovoked,USA,Florida,Surfing,Lacerations to right ankle ,N
1169,2007.03.31.a,31-Mar-07,Unprovoked,USA,Florida,,Minor cuts to right buttock & thigh,N
1170,2007.03.22,22-Mar-07,Unprovoked,YEMEN,Muhafazat Hadramawt,Murder,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y
1171,2007.03.21,21-Mar-07,Unprovoked,USA,Florida,Surfing,Punctures & lacerations to right calf & calf,N
1172,2007.03.20,20-Mar-07,Unprovoked,AUSTRALIA,New South Wales,Surfing,Lacerations to 3 fingers of left hand ,N
1173,2007.03.14.R,Reported 14-Mar-2007,Provoked,USA,Florida,Shark fishing,Right hand bitten by hooked shark PROVOKED INCIDENT,N
1174,2007.03.12,12-Mar-07,Unprovoked,AUSTRALIA,Queensland,Swimming,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N
1175,2007.03.11,11-Mar-07,Unprovoked,USA,Florida,Surfing,Lacerations to right forearm & hand,N
1176,2007.03.05.R,Reported 05-Mar-2007,Provoked,NEW ZEALAND,Cook islans,Spearfishing,Leg bitten  by shark after he shot at it & missed  PROVOKED INCIDENT,N
1177,2007.02.04,04-Feb-07,Invalid,COSTA RICA,,Swimming,Death due to drowning. Shark bite may have been postmortem,Y
1178,2007.02.03,03-Feb-07,Unprovoked,AUSTRALIA,New South Wales,Boogie Boarding,Lacerations to  lower left leg & ankle ,N
1179,2007.02.00,Feb-07,Unprovoked,NEW CALEDONIA,Loyalty Islands,Spearfishing,Survived,N
1180,2007.01.25.b,25-Jan-07,Unprovoked,NEW CALEDONIA,North Province,Spearfishing (free diving),Leg bitten,N
1181,2007.01.25.a,25-Jan-07,Boat,USA,Florida,Shrimping,"A large shark rammed boat, breaking prop shaft. No injury to occupants but boat sank several hours later",N
1182,2007.01.23,23-Jan-07,Unprovoked,AUSTRALIA,New South Wales,Diving,Head & torso bitten,N
1183,2007.01.19,19-Jan-07,Invalid,AUSTRALIA,New South Wales,Swimming,Shark involvement prior to death unconfirmed,Y
1184,2007.01.14,14-Jan-07,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Body Surfing,"Presumed FATAL, body not recovered",Y
1185,2007.01.09,09-Jan-07,Unprovoked,AUSTRALIA,New South Wales,Surfing,"No injury, shark damaged surfboard",N
1186,2007.01.07,07-Jan-07,Invalid,USA,New York,Surfing,No injury,N
1187,2007.01.05,01-Jan-07,Unprovoked,USA,Hawaii,Surfing,"No injury, shark removed piece of surfboard",N
1188,2006.12.18,18-Dec-06,Unprovoked,AUSTRALIA,Victoria,Surfing,Left leg bitten,N
1189,2006.12.11,11-Dec-06,Unprovoked,NEW ZEALAND,North Island,Surfing,Foot bitten,N
1190,2006.12.10,10-Dec-06,Unprovoked,USA,California,Surfing,"Minor injuries, surfboard bitten",N
1191,2006.12.06,06-Dec-06,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N
1192,2006.12.02,02-Dec-06,Unprovoked,AUSTRALIA,Western Australia,Body boarding,"Right leg severed, left leg lacerated",N
1193,2006.11.25,25-Nov-06,Sea Disaster,PHILIPPINES,Surigao del Norte,Sea Disaster,15 perished but shark involvement prior to death was not confirmed,Y
1194,2006.11.11,11-Nov-06,Unprovoked,USA,Hawaii,Swimming,Laceration to left thigh & left hand,N
1195,2006.11.09,09-Nov-06,Provoked,SOUTH AFRICA,Eastern Cape Province,Canoeing,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N
1196,2006.10.31,31-Oct-06,Unprovoked,USA,Oregon,Surfing,"No injury, surfboard bitten",N
1197,2006.10.16,16-Oct-06,Unprovoked,USA,Florida,Fishing,Lower right leg and foot bitten,N
1198,2006.10.10,10-Oct-06,Unprovoked,USA,Florida,Surfing,Left ankle bitten,N
1199,2006.10.07,07-Oct-06,Unprovoked,USA,Texas,Surfing,Lacerations to lower left leg,N
1200,2006.10.05,05-Oct-06,Unprovoked,USA,Florida,Playing soccer in the water,Lacerations to foot,N
1201,2006.10.00.b,Oct-06,Unprovoked,BAHAMAS,New Providence Island,Free diving / modeling,Puncture wounds to left foot,N
1202,2006.10.00.a,Oct-06,Unprovoked,GULF OF ADEN,Between Somalia & Yemen,Murder,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y
1203,2006.09.30,30-Sep-06,Invalid,SOUTH AFRICA,Western Cape Province,Spearfishing,No injury; 4m white shark made a threat display,N
1204,2006.09.29,29-Sep-06,Unprovoked,USA,Florida,Surfing,Big toe bitten,N
1205,2006.09.18.R,Reported 18-Sep-2006,Provoked,USA,Florida,Diving / Kissing the shark,Lacerations to upper lip    PROVOKED INCIDENT,N
1206,2006.09.16,16-Sep-06,Unprovoked,USA,North Carolina,Surfing,Laceration to left thigh,N
1207,2006.09.14,14-Sep-06,Unprovoked,USA,Florida,Swimming,Minor injury to left hand,N
1208,2006.09.11,11-Sep-06,Unprovoked,USA,Florida,Surfing,Left torso grazed,N
1209,2006.09.04,04-Sep-06,Invalid,AUSTRALIA,Queensland,Diving,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",Y
1210,2006.09.03.b,03-Sep-06,Unprovoked,BRAZIL,,,FATAL,Y
1211,2006.09.03.a,03-Sep-06,Unprovoked,USA,Florida,Standing,Puncture wounds and cuts to right thigh,N
1212,2006.09.02,02-Sep-06,Unprovoked,USA,Florida,Swimming,Arm bitten,N
1213,2006.09.02,02-Sep-06,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,"No injury, shark rammed surfboard",N
1214,2006.08.29.b,29-Aug-06,Unprovoked,USA,Oregon,Surfing,Laceration & puncture wounds to foot,N
1215,2006.08.29.a,29-Aug-06,Unprovoked,AUSTRALIA,South Australia,Surfing,"No injury, shark towed  surfer & board",N
1216,2006.08.27,27-Aug-06,Unprovoked,REUNION,Saint-Gilles-les-Bains,Body boarding,Laceration to right calf & heel,N
1217,2006.08.22.b,22-Aug-06,Invalid,BRAZIL,Pernambuco,,Shark bites may have been post mortem,Y
1218,2006.08.22.a,22-Aug-06,Invalid,BELIZE,Ambergris Caye,Spearfishing,Shark involvement prior to death not confirmed,Y
